UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,RUL_synthetic,power,S_PWF_soft,S_PWF_hard,S_HDF,S_OSF,S_TWF_extra,S_RNF,RUL_base
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,29.552295329030926,7201.577559579002,0.0,0.0,0.0,0.0,7.502601055951176,0.0,37.0
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,32.632995960377514,6732.747215908285,0.0,0.0,0.0,0.0,8.021838885585819,0.0,34.0
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.518256476912711,6278.996516974799,0.0,0.0,0.0,0.0,8.698915256370022,0.0,29.0
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,21.283950925395885,7240.009709707918,0.0,0.0,0.0,0.0,9.002495108803148,0.0,26.0
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,0.0,8149.019072048613,0.0,0.0,0.08317269649392058,1.0556000000000003,9.168273035060777,0.0,24.0
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,0.0,7733.302588174587,0.0,0.0,0.0,0.20069999999999982,9.308615796566533,0.0,22.0
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,237.44379790352005,5896.036372502204,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,237.8722175688512,6733.312702585932,0.0,0.0,0.0,0.0,5.6027964061459406e-08,0.0,238.0
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,234.3682902856361,6574.725105432719,0.0,0.0,0.0,0.0,7.562984061066411e-08,0.0,235.0
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,230.64840732944546,4718.4627261816295,0.0,0.0,0.0,0.0,1.0208960619374723e-07,0.0,232.0
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,233.9245711714428,5503.148795244264,0.0,0.0,0.0,0.0,1.2469252630268727e-07,0.0,230.0
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,220.97291834782285,6550.032187175502,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,6.411640830500039,9348.950386087232,0.3489503860872319,216.0,0.0,0.0,3.3894942113102103e-07,0.0,220.0
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,219.99194098992643,8157.019661339754,0.0,0.0,0.06913842034334237,0.0,4.1399375473943306e-07,0.0,218.0
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,205.40202571686302,5900.958200992827,0.0,0.0,0.0,0.0,5.056531092650442e-07,0.0,216.0
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,205.77896902312818,7777.494324835084,0.0,0.0,0.0,0.0,6.825602910446287e-07,0.0,213.0
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,213.38585120460692,4190.800824084688,0.0,0.0,0.0,0.0,8.336810094938689e-07,0.0,211.0
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,210.36958161987715,5614.727694324262,0.0,0.0,0.0,0.0,1.12535162055095e-06,0.0,208.0
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,199.24861465206422,7973.341210859871,0.0,0.0,0.06913842034334237,0.0,1.519065736812855e-06,0.0,205.0
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,200.74743535541262,6295.437518528586,0.0,0.0,0.0,0.0,1.8553910183683313e-06,0.0,203.0
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,201.41027261581993,5879.4487632912505,0.0,0.0,0.0,0.0,2.266179614208589e-06,0.0,201.0
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,199.03397952681706,4455.1134860067095,0.0,0.0,0.0,0.0,2.7679178924036446e-06,0.0,199.0
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,191.85419411767904,7548.953931261938,0.0,0.0,0.0,0.0,3.380742340962473e-06,0.0,197.0
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,200.55494828411537,6800.41712166661,0.0,0.0,0.04742587317756469,0.0,4.129247710803894e-06,0.0,195.0
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,181.2233742039273,7707.635776194758,0.0,0.0,0.0,0.0,5.043474082014516e-06,0.0,193.0
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,187.677032548246,4622.413766785878,0.0,0.0,0.0,0.0,6.16011246661963e-06,0.0,191.0
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,182.92599463665954,6759.681136925063,0.0,0.0,0.047425873177569834,0.0,1.015630439496253e-05,0.0,186.0
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,183.87572886012137,6329.209639554678,0.0,0.0,0.0,0.0,1.3709572068578447e-05,0.0,183.0
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,174.76629079325104,5341.775652604869,0.0,0.0,0.0,0.0,1.6744904055114527e-05,0.0,181.0
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,182.49894081577222,5784.426057495672,0.0,0.0,0.0,0.0,2.0452264415637335e-05,0.0,179.0
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,180.25474911275606,7629.462478997933,0.0,0.0,0.03916572279676519,0.0,2.4980440856267932e-05,0.0,177.0
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,170.5606973505886,6224.008173561467,0.0,0.0,0.03916572279676519,0.0,3.0511162486976497e-05,0.0,175.0
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,164.41985904133907,5650.845537865033,0.0,0.0,0.0,0.0,3.726639284186561e-05,0.0,173.0
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,163.45042949183173,6994.504715805388,0.0,0.0,0.0,0.0,4.551723744799878e-05,0.0,171.0
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,158.93337887009795,7718.086807755699,0.0,0.0,0.0,0.0,6.144174602214718e-05,0.0,168.0
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,161.4353397688593,6036.423676215621,0.0,0.0,0.0,0.0,7.50450159711e-05,0.0,166.0
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,162.16060278135336,7583.42767464733,0.0,0.0,0.0,0.0,9.166003719853315e-05,0.0,164.0
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,156.79900348263516,6079.903318541303,0.0,0.0,0.0,0.0,0.00015112095440975108,0.0,159.0
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,0.0,3000.702695051803,0.9985946098963941,216.0,0.0,0.0,0.00024915388939429883,0.0,154.0
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,151.97569798679805,6527.569799702335,0.0,0.0,0.0,0.0,0.0003363196403867117,0.0,151.0
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,159.81703283071624,7422.955121901963,0.0,0.0,0.0,0.0,0.0004107786776476327,0.0,149.0
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,136.2539007113675,6540.199002169767,0.0,0.0,0.0,0.0,0.0006772414961977011,0.0,144.0
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,140.97001754401276,5820.32398955069,0.0,0.0,0.0,0.0,0.0009141587385216144,0.0,141.0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,139.30281748288618,7067.986567972852,0.0,0.0,0.0,0.0,0.0011165334062956276,0.0,139.0
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,131.4394892037248,5897.293009563639,0.0,0.0,0.0,0.0,0.0013637032707949702,0.0,137.0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,130.9102840769512,6795.264909714723,0.0,0.0,0.0,0.0,0.0016655806477733576,0.0,135.0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,135.07422923477546,6116.178241714753,0.0,0.0,0.0,0.0,0.0020342697805520653,0.0,133.0
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,141.5695524407605,5913.6292913623065,0.0,0.0,0.0,0.0,0.0027457815610133244,0.0,130.0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,137.50906786411488,5980.000672157147,0.0,0.0,0.0,0.0,0.0033535013046647813,0.0,128.0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,119.07498221077212,7459.397596683605,0.0,0.0,0.04742587317756469,0.0,0.004095671649860501,0.0,126.0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,127.46967997190643,5947.841235359898,0.0,0.0,0.0,0.0,0.005527786369235996,0.0,123.0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,0.0,9032.571061919718,0.032571061919717974,216.0,0.0,0.0,0.006750827306328375,0.0,121.0
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,128.71396746554063,6114.555085510398,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,113.22776658000261,6805.527445716449,0.0,0.0,0.0,0.0,0.011125360328603204,0.0,116.0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,108.66142033800587,5757.523552405431,0.0,0.0,0.0,0.0,0.013585199504289582,0.0,114.0
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,107.12328669728652,5591.249525226434,0.0,0.0,0.0,0.0,0.016588010801744213,0.0,112.0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,113.5691780214158,7445.323261595522,0.0,0.0,0.03229546469844978,0.0,0.020253203890498818,0.0,110.0
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,100.20020344589857,6516.856968753595,0.0,0.0,0.0,0.0,0.03334807307413344,0.0,105.0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,103.23999711173502,6173.428531838672,0.0,0.0,0.0,0.0,0.04070137715896128,0.0,103.0
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,100.792230435712,6532.879091286903,0.0,0.0,0.0,0.0,0.05486298899450404,0.0,100.0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,105.30770178535028,6012.13916500337,0.0,0.0,0.0,0.0,0.06692850924284856,0.0,98.0
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,98.5585732365792,5506.416051603998,0.0,0.0,0.0,0.0,0.0816257115315989,0.0,96.0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,98.55997293641504,5773.2734035754265,0.0,0.0,0.0,0.0,0.09951801866904317,0.0,94.0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,82.43918552733084,6937.767552481556,0.0,0.0,0.0,0.0,0.12128434984274238,0.0,92.0
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,87.96145804851092,7814.523230245396,0.0,0.0,0.0,0.0,0.16302499371440932,0.0,89.0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,90.28595861249237,4649.148720267927,0.0,0.0,0.0,0.0,0.198403057340775,0.0,87.0
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,75.87386127470847,6144.955230421636,0.0,0.0,0.03916572279676091,0.0,0.32295464698450493,0.0,82.0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,80.31403820985308,5652.102174926468,0.0,0.0,0.0,0.0,0.3916572279676436,0.0,80.0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,69.50803460611286,4860.169498809553,0.0,0.0,0.0,0.0,0.4742587317756678,0.0,78.0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,82.99996833976851,7673.40288824614,0.0,0.0,0.03916572279676519,0.0,0.5732417589886872,0.0,76.0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,62.698480860538346,6847.28968405817,0.0,0.0,0.047425873177569834,0.0,0.6913842034334682,0.0,74.0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,70.86863914896247,5818.009682962546,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,74.06801456758096,6328.832648436246,0.0,0.0,0.0,0.0,0.9975048911968514,0.0,70.0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,70.95764477373244,5186.099264643983,0.0,0.0,0.0,0.0,1.3010847436299784,0.0,67.0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,59.691481561564935,5721.468540717731,0.0,0.0,0.0,0.0,1.5446526508353466,0.0,65.0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,57.90947134438412,6354.897395485528,0.0,0.0,0.0,0.0,1.8242552380635635,0.0,63.0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,60.23081969097519,7098.156329422827,0.0,0.0,0.0,0.0,2.141650169574414,0.0,61.0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,55.81188775863123,5525.935813958303,0.0,0.0,0.0,0.0,2.4973989440488236,0.0,59.0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,51.173320608096574,6639.881737068171,0.0,0.0,0.0,0.0,2.8905049737499597,0.0,57.0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,44.51105424361483,5928.8136558546585,0.0,0.0,0.0,0.0,3.318122278318339,0.0,55.0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,39.65090087622018,6058.718512080595,0.0,0.0,0.0,0.0,4.01312339887548,0.0,52.0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,52.723846736088326,5948.417194013057,0.0,0.0,0.0,0.0,4.501660026875221,0.0,50.0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,43.691058449035616,7337.493329748809,0.0,0.0,0.0,0.0,5.2497918747894,0.0,47.0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,29.65047948844338,5162.32788023182,0.0,0.0,0.0,0.0,5.7444251681165905,0.0,45.0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,32.34555215487151,7235.339208629582,0.0,0.0,0.04742587317756469,0.0,6.224593312018546,0.0,43.0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,36.18539514522727,4521.91421779754,0.0,0.0,0.0,0.0,6.8997448112761255,0.0,40.0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,16.79656422780621,8300.33911819652,0.0,0.0,0.03916572279676519,0.43879999999999925,7.310585786300049,0.0,38.0
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,21.222650520305816,6659.359611520428,0.0,0.0,0.0,0.0,7.685247834990178,0.0,36.0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,31.329746795044798,7172.727267043536,0.0,0.0,0.0,0.0,8.021838885585819,0.0,34.0
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,20.483856714760048,5349.901905602154,0.0,0.0,0.0,0.0,8.455347349164652,0.0,31.0
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,8.275135959427736,5560.3571974661345,0.0,0.0,0.0,0.0,8.807970779778824,0.0,28.0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,20.583589050880306,6999.4160723205,0.0,0.0,0.0,0.0,9.002495108803148,0.0,26.0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,0.0,8101.2878076650695,0.0,0.0,0.03229546469844978,0.6343999999999996,9.168273035060777,0.0,24.0
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,0.0,8268.776584003457,0.0,0.0,0.0,0.6258000000000001,9.308615796566533,0.0,22.0
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,238.16209053886095,5691.246419390198,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,230.27705826888322,6539.916258830944,0.0,0.0,0.0,0.0,5.6027964061459406e-08,0.0,238.0
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,240.0,6073.326917919787,0.0,0.0,0.0,0.0,7.562984061066411e-08,0.0,235.0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,229.5878479901553,6849.446911013634,0.0,0.0,0.03916572279676519,0.0,9.23744957664012e-08,0.0,233.0
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,239.761514865856,6008.8823806191485,0.0,0.0,0.0,0.0,1.1282646368198494e-07,0.0,231.0
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,231.70127137973927,6299.479701076205,0.0,0.0,0.0,0.0,1.3780655359039253e-07,0.0,229.0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,218.5058769396713,8781.065626048829,0.0,0.0,0.03916572279676519,0.0,1.6831730413430383e-07,0.0,227.0
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,226.45696379040857,4989.110933288391,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,222.29157454084464,5881.878261610027,0.0,0.0,0.0,0.0,2.510999092692816e-07,0.0,223.0
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,3.410689477296472,9502.061140047686,0.5020611400476864,216.0,0.0,0.0,3.0669412005022685e-07,0.0,221.0
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,211.67018423174227,7825.728244043198,0.0,0.0,0.0,0.0,4.1399375473943306e-07,0.0,218.0
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,214.49751771903064,5559.927846470144,0.0,0.0,0.0,0.0,5.588331080223807e-07,0.0,215.0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,211.12629994235132,4872.065662991146,0.0,0.0,0.0,0.0,6.825602910446287e-07,0.0,213.0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,213.6289862470143,5367.945119409271,0.0,0.0,0.0,0.0,9.21359998566181e-07,0.0,210.0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,206.77383845359014,6914.1218317755365,0.0,0.0,0.0,0.0,1.2437058689224216e-06,0.0,207.0
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,209.98239784805895,5648.939638321855,0.0,0.0,0.0,0.0,1.519065736812855e-06,0.0,205.0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,206.24639432558433,6589.80475016995,0.0,0.0,0.0,0.0,1.8553910183683313e-06,0.0,203.0
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,205.48865503428348,4317.532671730501,0.0,0.0,0.0,0.0,3.059022269256247e-06,0.0,198.0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,191.7259657508644,4674.689868541612,0.0,0.0,0.0,0.0,3.736297983892476e-06,0.0,196.0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,194.71407347943136,5904.937551687375,0.0,0.0,0.0,0.0,6.16011246661963e-06,0.0,191.0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,181.35777490505657,6303.2915001625615,0.0,0.0,0.0,0.0,7.523977331136453e-06,0.0,189.0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,173.56815903575142,6203.765844896836,0.0,0.0,0.0,0.0,1.2404935411305766e-05,0.0,184.0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,180.5017594004047,6278.326310542034,0.0,0.0,0.0,0.0,1.6744904055114527e-05,0.0,181.0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,177.69879519996528,6869.197056829202,0.0,0.0,0.0,0.0,2.0452264415637335e-05,0.0,179.0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,166.80958655625955,4930.415510543821,0.0,0.0,0.0,0.0,2.4980440856267932e-05,0.0,177.0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,180.30961261379431,8025.16701766859,0.0,0.0,0.0,0.0,3.0511162486976497e-05,0.0,175.0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,172.67172544442425,4874.704600820162,0.0,0.0,0.0,0.0,3.726639284186561e-05,0.0,173.0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,165.96032024336293,7852.442253574225,0.0,0.0,0.0,0.0,5.0304303017551214e-05,0.0,170.0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,161.74073549210644,4987.5924968391555,0.0,0.0,0.0,0.0,8.293750373891589e-05,0.0,165.0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,158.42439094789248,4457.354488766269,0.0,0.0,0.0,0.0,0.00011195359505113292,0.0,162.0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,162.2729789475335,6663.024802949617,0.0,0.0,0.0,0.0,0.00013674009084599712,0.0,160.0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,152.88727153476566,6215.012746596688,0.0,0.0,0.0,0.0,0.00018457893295667038,0.0,157.0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,155.17615321017084,7248.910888893088,0.0,0.0,0.0,0.0,0.0002254442965044541,0.0,155.0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,158.94734407599168,6614.832771643549,0.0,0.0,0.0,0.0,0.0003043155690056533,0.0,152.0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,155.78052065363374,4123.780180808106,0.0,0.0,0.0,0.0,0.000371689371028894,0.0,150.0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,145.01022059147328,5911.2207369945545,0.0,0.0,0.0,0.0,0.00045397868702434395,0.0,148.0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,150.3543805195205,5524.469737386628,0.0,0.0,0.0,0.0,0.000554485247227949,0.0,146.0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,142.5671337199186,5973.005392515154,0.0,0.0,0.0,0.0,0.0006772414961977011,0.0,144.0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,145.67675983310983,6120.555527478756,0.0,0.0,0.0,0.0,0.0008271722285166639,0.0,142.0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,141.35294613392003,7022.632442030528,0.0,0.0,0.0,0.0,0.0013637032707949702,0.0,137.0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,139.17318592707986,6866.767558510426,0.0,0.0,0.0,0.0,0.0016655806477733576,0.0,135.0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,126.59419694449134,6571.143689807627,0.0,0.0,0.0,0.0,0.0020342697805520653,0.0,133.0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,131.57412827936676,5619.9950980067815,0.0,0.0,0.032295464698453326,0.0,0.0024845508183933425,0.0,131.0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,127.96333684731418,6530.491480870174,0.0,0.0,0.0,0.0,0.0030344703002891916,0.0,129.0
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,126.58508198770525,7341.818255635252,0.0,0.0,0.026596993576867015,0.0,0.005002011070795639,0.0,124.0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,128.23638788354074,5516.762363409821,0.0,0.0,0.0,0.0,0.006750827306328375,0.0,121.0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,117.81312764280321,6749.083497706953,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,109.35554065424996,4538.438995155423,0.0,0.0,0.0,0.0,0.011125360328603204,0.0,116.0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,117.07975989170409,4169.134306750431,0.0,0.0,0.0,0.0,0.013585199504289582,0.0,114.0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,108.47903182725123,5841.812483301244,0.0,0.0,0.0,0.0,0.022378485212763317,0.0,109.0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,107.73752517706322,6505.463459396576,0.0,0.0,0.0,0.0,0.030184163247084214,0.0,106.0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,96.57528432514322,4937.955332912437,0.0,0.0,0.0,0.0,0.03684239899435986,0.0,104.0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,101.75991948149996,5557.603067906488,0.0,0.0,0.0,0.0,0.044962731609411784,0.0,102.0
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,96.95417975187338,6737.302525255991,0.0,0.0,0.0,0.0,0.07391541344281971,0.0,97.0
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,89.11188241451619,5002.200902678348,0.0,0.0,0.0,0.0,0.09951801866904317,0.0,94.0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,90.77269541347795,4280.608486075309,0.0,0.0,0.0,0.0,0.12128434984274238,0.0,92.0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,100.9875885774205,6776.980840470831,0.0,0.0,0.01798620996209275,0.0,0.14774031693273054,0.0,90.0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,89.34974814914426,6051.9012560223055,0.0,0.0,0.0,0.0,0.1798620996209156,0.0,88.0
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,80.52386908898579,6450.3180363505635,0.0,0.0,0.017986209962090743,0.0,0.24127021417669198,0.0,85.0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,82.84858524951387,6190.948146870191,0.0,0.0,0.0,0.0,0.29312230751356316,0.0,83.0
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,80.49071416679945,6679.738075866714,0.0,0.0,0.0,0.0,0.3916572279676436,0.0,80.0
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,72.42686032749812,6710.159164728975,0.0,0.0,0.0,0.0,0.6297335605699649,0.0,75.0
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,73.06623531759105,5534.229618563781,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
